,Latitude,Longitude,2018,2019
119,24.18458,71.41106,94.7792861092179,94.55998465227006
120,24.18458,71.49069,83.40909642055595,82.9637079499357
121,24.18458,71.57031,107.32210949110126,107.78670962253264
122,24.18458,71.64994,161.11717472266415,160.17093822530262
123,24.18458,71.72956,127.54112919024452,128.40360199413814
124,24.18458,71.80919,140.73553858131152,140.15168729484733
125,24.18458,71.88882,131.70725175340198,131.5514309140678
126,24.18458,71.96844,134.5178093646498,133.45426789938352
127,24.18458,72.04807,120.01196412185065,118.99838914549915
128,24.18458,72.12769,127.45862018295279,127.42644824878913
129,24.18458,72.20732,154.75002781321666,154.05815786326679
130,24.18458,72.28694,150.05260578678215,153.06093056874002
131,24.18458,72.36657,148.22366952373937,148.46986925246546
132,24.18458,72.44619,124.3096266771344,122.91410243133163
133,24.18458,72.52582,128.28538041232073,127.10535352131922
134,24.18458,72.60544,42.63844346109201,41.96632207895223
135,24.18458,72.68507,54.63977080520459,54.96086627250489
136,24.18458,72.76469,32.39525933772535,32.450414918851365
137,24.18458,72.84432,15.949614951218535,16.232073153314275
138,24.18458,72.92394,32.584211068191834,31.02138287870622
139,24.18458,73.00357,41.9785953920227,45.49943680572653
140,24.18458,73.08319,18.557513902412325,16.936306783227053
141,24.18458,73.16282,11.853898670700204,10.232691551514932
142,24.10398,71.25181,12.427187716733272,11.60418752805819
143,24.10398,71.33144,38.00399906883872,38.68543444902886
144,24.10398,71.41106,89.14225577186359,89.14190256507817
145,24.10398,71.49069,113.38975615445366,111.12111980773432
146,24.10398,71.57031,120.68662571306058,117.0657121299267
147,24.10398,71.64994,154.4722736140766,151.83460625455612
148,24.10398,71.72956,108.85889298035798,107.77518691611397
149,24.10398,71.80919,132.434013010375,130.12862141526267
150,24.10398,71.88882,132.63523128731168,131.42835093511383
151,24.10398,71.96844,129.57773577705674,128.2909166051584
152,24.10398,72.04807,102.59006894999399,101.1611671826538
153,24.10398,72.12769,138.43804153692795,143.3223841457487
154,24.10398,72.20732,156.75237037638757,159.5159720221795
155,24.10398,72.28694,162.88012241165208,162.49233859833964
156,24.10398,72.36657,146.07121288572935,142.55709545221694
157,24.10398,72.44619,139.85362710034636,137.64565719197338
158,24.10398,72.52582,152.83959468638625,151.44919909466768
159,24.10398,72.60544,106.03797584279926,104.89094595776314
160,24.10398,72.68507,60.233220480564185,60.48766426324549
161,24.10398,72.76469,24.004196445013932,23.551911113199424
162,24.10398,72.84432,18.93128764784808,20.67617553317976
163,24.10398,72.92394,62.06945505292137,64.54646705305792
164,24.10398,73.00357,171.04288186706273,177.6800845530606
165,24.10398,73.08319,69.91989428348158,70.24174349960248
166,24.10398,73.16282,32.2785212888719,32.600370504992796
167,24.10398,73.24244,11.407952608297052,11.535488130348796
168,24.02338,71.25181,12.607469686254973,11.857698637276968
169,24.02338,71.33144,26.438939762659416,25.689168713681426
170,24.02338,71.41106,65.12288003355678,65.87577441490093
171,24.02338,71.49069,84.06781513347207,83.69251175115728
172,24.02338,71.57031,90.1629969012523,92.49158348887258
173,24.02338,71.64994,126.97712984644582,130.5751769500071
174,24.02338,71.72956,124.32803178343451,125.69425421238674
175,24.02338,71.80919,119.6122441723241,122.32780412775061
176,24.02338,71.88882,114.78800309828006,117.80789085406036
177,24.02338,71.96844,113.91012615075817,114.9412949741928
178,24.02338,72.04807,139.1550905459527,146.79970934750136
179,24.02338,72.12769,153.88856998443532,149.34548180891727
180,24.02338,72.20732,214.33062206346978,214.83703227184697
181,24.02338,72.28694,177.753039354486,175.70835164240168
182,24.02338,72.36657,99.6422407092969,96.46674251767381
183,24.02338,72.44619,104.22217448576711,105.09482488764014
184,24.02338,72.52582,94.90404866190332,97.18858037411096
185,24.02338,72.60544,81.49896613699448,77.54296428278425
186,24.02338,72.68507,90.2343378402722,88.44873979047534
187,24.02338,72.76469,56.03647209467458,54.43753468573507
188,24.02338,72.84432,15.366897445333194,16.73396226043343
189,24.02338,72.92394,66.11113999848578,66.93451950390462
190,24.02338,73.00357,169.94823971509064,170.64490790522413
191,24.02338,73.08319,142.7871247353185,146.7993483208553
192,24.02338,73.16282,58.31789809148252,59.99854666667602
193,24.02338,73.24244,21.96446702842448,18.069559982281902
194,24.02338,73.32207,12.889454699325796,12.446716260019599
195,24.02338,73.40169,11.948278939237838,13.059592862794716
196,23.94278,70.13706,12.350751841442246,12.143624518820474
197,23.94278,70.21669,13.476893856065487,13.269766533443743
198,23.94278,70.37594,15.463413419549624,15.053195930404343
199,23.94278,70.45556,16.50030739493735,16.46363725465031
200,23.94278,70.53519,30.846988272256283,30.743511484334974
201,23.94278,70.61481,31.11691733347365,31.227463581706772
202,23.94278,70.69444,18.776790670482455,18.97503274179286
203,23.94278,70.77406,11.224419260487622,11.051059850549791
204,23.94278,70.85369,11.238567146243525,11.043796332943202
205,23.94278,71.01294,11.754022857719832,11.046347222302899
206,23.94278,71.09256,11.950120563475252,11.242444928058319
207,23.94278,71.25181,12.38991698670344,12.201070243587537
208,23.94278,71.33144,74.77895605015145,73.55102535093857
209,23.94278,71.41106,74.9338105453477,74.12892771089402
210,23.94278,71.49069,76.76323571350852,77.53458103635042
211,23.94278,71.57031,100.69438827000582,103.7363618645675
212,23.94278,71.64994,247.7837254788757,250.50836526349363
213,23.94278,71.72956,148.4149786417315,149.28801271324824
214,23.94278,71.80919,105.16439987092859,104.14345564706979
215,23.94278,71.88882,74.72845765354333,75.23390284360909
216,23.94278,71.96844,143.652592318732,139.40006438099186
217,23.94278,72.04807,154.378801708236,149.81912749439837
218,23.94278,72.12769,175.18905587810144,174.20422232008528
219,23.94278,72.20732,215.1128978108624,213.09645863019915
220,23.94278,72.28694,177.27360092554636,172.8015165342497
221,23.94278,72.36657,160.66699930546665,157.40952816695426
222,23.94278,72.44619,138.4024526188574,137.71981236343572
223,23.94278,72.52582,146.59032548516933,146.50926627568398
224,23.94278,72.60544,149.62217545713563,146.64102468745074
225,23.94278,72.68507,225.10009576834545,223.3144977185486
226,23.94278,72.76469,113.79950050240478,112.01390245260791
227,23.94278,72.84432,93.93431168168544,92.25409454015029
228,23.94278,72.92394,148.96187535245565,147.28165821092048
229,23.94278,73.00357,234.2214783239227,233.26586998830848
230,23.94278,73.08319,231.0948326716244,228.86164892543493
231,23.94278,73.16282,75.36356975357236,73.73733934748438
232,23.94278,73.24244,21.74214127456466,18.248848013322345
233,23.94278,73.32207,30.992920747610484,29.052449948388755
234,23.94278,73.40169,32.7300937244527,31.951844459675627
235,23.86218,70.13706,13.092044525258586,12.884917202636842
236,23.86218,70.21669,28.55346744255158,28.34634011992982
237,23.86218,70.29631,34.358360433396385,34.077970187389724
238,23.86218,70.37594,29.575697613326668,29.01407342443352
239,23.86218,70.45556,26.49774732012375,26.08752983097847
240,23.86218,70.53519,34.56897273220807,34.46549594428676
241,23.86218,70.61481,114.68997130620454,114.88000112002945
242,23.86218,70.69444,82.52778574465982,82.72602781597021
243,23.86218,70.77406,22.781944107110817,22.608584697172986
244,23.86218,70.85369,16.40957858617203,16.21480777287168
245,23.86218,71.01294,10.967665451180864,10.824495550444851
246,23.86218,71.09256,16.247571722625707,15.539896087208788
247,23.86218,71.17219,15.395929105440459,15.00777567223463
248,23.86218,71.25181,27.081978832915553,27.16835755673864
249,23.86218,71.33144,92.65344683745309,93.15264055877023
250,23.86218,71.41106,69.27074851516814,71.51888554811917
251,23.86218,71.49069,92.50144312228593,94.53171357723781
252,23.86218,71.57031,161.86460616866134,160.4441728848132
253,23.86218,71.64994,232.38830125663463,230.30356342019374
254,23.86218,71.72956,166.49723416056844,170.02062510802256
255,23.86218,71.80919,102.3231166358016,102.21375952306252
256,23.86218,71.88882,136.1613055125112,131.92164700179356
257,23.86218,71.96844,217.74819198482055,215.925704210318
258,23.86218,72.04807,174.91930538334634,176.6368663754751
259,23.86218,72.12769,167.14166743599395,168.48255903699015
260,23.86218,72.20732,201.78994081697238,207.09945473627192
261,23.86218,72.28694,209.9074514361397,208.4217495460134
262,23.86218,72.36657,172.16499622559922,174.646596302758
263,23.86218,72.44619,172.2402751198192,171.54373614311243
264,23.86218,72.52582,138.6286261432736,140.1441739252827
265,23.86218,72.60544,165.79517884437476,165.80091742396002
266,23.86218,72.68507,208.92324924047603,208.29350060605645
267,23.86218,72.76469,150.92155030286563,150.95204599689407
268,23.86218,72.84432,197.6236382475194,196.47547163991644
269,23.86218,72.92394,201.28604628272984,199.6058291411947
270,23.86218,73.00357,166.78516521938377,164.90663485202992
271,23.86218,73.08319,203.4256360445363,203.4867248353155
272,23.86218,73.16282,157.2175336677228,155.93449802730183
273,23.86218,73.24244,47.78963009844901,46.50659445802802
274,23.86218,73.32207,70.96248910328585,70.7686985029248
275,23.86218,73.40169,18.85533794328775,18.31401116338401
276,23.78158,70.13706,12.29532716929603,12.088199846674286
277,23.78158,70.21669,16.70393836992021,16.496811047298465
278,23.78158,70.29631,28.50745747287705,28.227067226870375
279,23.78158,70.37594,14.172921625940972,13.892531379934297
280,23.78158,70.45556,12.135173295058337,11.854783049051662
281,23.78158,70.53519,14.549383709461381,12.812184044185614
282,23.78158,70.61481,19.936102464161763,20.770184560454
283,23.78158,70.69444,41.59639371256165,42.430475808853885
284,23.78158,70.77406,23.44902416677155,23.622016858260224
285,23.78158,70.85369,13.54725651557888,12.86503772595077
286,23.78158,71.09256,22.62563804418538,22.356309472679655
287,23.78158,71.17219,39.5833668873523,39.49498712906825
288,23.78158,71.25181,24.553839262771533,24.700074747865784
289,23.78158,71.33144,59.42597723146247,59.50016458235646
290,23.78158,71.41106,23.333689617523973,22.710613269218044
291,23.78158,71.49069,54.64972770308199,51.43675886166018
292,23.78158,71.57031,109.79731759500405,108.39348101615043
293,23.78158,71.64994,136.61225199151784,133.8380644108061
294,23.78158,71.72956,171.74450111672482,169.32947020497383
295,23.78158,71.80919,176.69407408313037,173.4470638936323
296,23.78158,71.88882,255.67257111768112,256.40639787199774
297,23.78158,71.96844,201.7368168660039,200.74258576838548
298,23.78158,72.04807,239.52275034587907,239.81881067417217
299,23.78158,72.12769,247.42327869270497,247.93475989595416
300,23.78158,72.20732,264.62219775431095,259.58646116488046
301,23.78158,72.28694,267.6182047198872,266.9939106719121
302,23.78158,72.36657,188.25607331412067,185.0092489635353
303,23.78158,72.44619,186.69739055556968,182.10952232925138
304,23.78158,72.52582,178.12946567344557,173.92849167695232
305,23.78158,72.60544,201.98318388104354,201.85402451832857
306,23.78158,72.68507,219.3370593206811,218.91091506060042
307,23.78158,72.76469,228.93289095046498,232.36550018941782
308,23.78158,72.84432,172.58684829390137,171.5460287165031
309,23.78158,72.92394,296.37551183850286,300.9528117549937
310,23.78158,73.00357,214.5142648115172,218.1681604466649
311,23.78158,73.08319,150.64101872502332,153.69771587438512
312,23.78158,73.16282,82.04856908793411,84.13941850174791
313,23.78158,73.24244,128.11131158469976,127.3802868621658
314,23.78158,73.32207,121.13170032959408,120.97076100658244
315,23.78158,73.40169,25.415730595443506,26.15794303247897
316,23.78158,73.48132,12.276317177711036,12.592012761137568
317,23.70098,68.70381,18.40770729907527,17.981430005959027
318,23.70098,68.78344,18.003532241402112,17.618426217918696
319,23.70098,69.10194,24.229791702855024,23.817453573135765
320,23.70098,69.18156,24.773191941344166,24.649998471993797
321,23.70098,70.45556,15.59109152795753,15.27292102463538
322,23.70098,70.53519,35.44017905380764,33.70297938853187
323,23.70098,70.61481,104.78484557325729,103.50880950123485
324,23.70098,70.69444,83.96573825957964,83.1840757098046
325,23.70098,70.77406,37.27183340711362,36.112693367493975
326,23.70098,70.85369,14.953962106098459,14.280341854738595
327,23.70098,70.93331,11.866631171876406,11.588554887428842
328,23.70098,71.09256,13.623596064800552,12.94423851386685
329,23.70098,71.17219,13.111610096827292,12.575595718256494
330,23.70098,71.25181,12.608920278552517,12.75515576364677
331,23.70098,71.33144,16.952725495175088,15.612943958573112
332,23.70098,71.41106,21.935230260598544,20.595448723996554
333,23.70098,71.49069,75.7531251889263,73.31544695734611
334,23.70098,71.57031,111.19727717676209,109.68226389595318
335,23.70098,71.64994,115.70267468020074,113.18113837491873
336,23.70098,71.72956,183.5583096247658,181.1432787130148
337,23.70098,71.80919,260.62168097260053,261.94832176036374
338,23.70098,71.88882,225.71142048599563,224.52472103644317
339,23.70098,71.96844,209.5847265475381,204.46374829340442
340,23.70098,72.04807,232.548799806933,230.36250195177365
341,23.70098,72.12769,257.9868402363346,253.57606067135725
342,23.70098,72.20732,235.21655378701445,232.39367787971233
343,23.70098,72.28694,185.60155659525597,185.3805397507016
344,23.70098,72.36657,176.09349560845155,174.3430563365775
345,23.70098,72.44619,188.33304748416532,189.8638308600634
346,23.70098,72.52582,183.20126669006447,187.0996393787358
347,23.70098,72.60544,219.01675845098956,218.17871234694155
348,23.70098,72.68507,239.68126637368192,238.49168743857038
349,23.70098,72.76469,215.10505347544802,214.62493911130895
350,23.70098,72.84432,173.53387622068294,176.55692064064385
351,23.70098,72.92394,262.37620962343675,264.01414667626216
352,23.70098,73.00357,176.61326765968175,173.8300583058144
353,23.70098,73.08319,68.83811795565052,69.37777931279207
354,23.70098,73.16282,51.03543384178637,49.658496958904536
355,23.70098,73.24244,172.18713287774435,176.26985846582494
356,23.70098,73.32207,179.21197643295167,179.57727228282116
357,23.70098,73.40169,47.27218968820215,47.429852660950786
358,23.70098,73.48132,36.256398781866366,36.57209436529291
359,23.70098,73.56094,11.849748168933587,11.63864474456156
360,23.62038,68.70381,13.480151713173768,13.03141356353126
361,23.62038,68.78344,13.273660004007667,12.87046699038413
362,23.62038,68.94269,13.431180672905526,13.004953019150634
363,23.62038,69.02231,14.487316731389882,14.015433874674684
364,23.62038,69.10194,19.19184365315394,19.069666227274723
365,23.62038,69.18156,21.139297800110143,21.005347541550194
366,23.62038,70.29631,15.325303742844469,13.88892226137905
367,23.62038,70.37594,49.56395711658756,48.12757563512213
368,23.62038,70.45556,110.8492607609092,110.53109025758705
369,23.62038,70.53519,72.2056866297864,71.89815010372446
370,23.62038,70.61481,61.99030916207711,60.25009302725664
371,23.62038,70.69444,103.97108059797374,103.61400970748048
372,23.62038,70.77406,41.812340724851325,41.89722253046095
373,23.62038,70.85369,24.885680761486725,25.19627734532675
374,23.62038,70.93331,22.201220991583327,21.923144707135762
375,23.62038,71.41106,33.25581038333232,32.93870156829905
376,23.62038,71.49069,116.27795665118256,113.09121845887611
377,23.62038,71.57031,143.14584003581714,141.77924453170374
378,23.62038,71.64994,157.58329675994668,157.61316492564995
379,23.62038,71.72956,148.11969768515686,143.88754716971573
380,23.62038,71.80919,276.5940126013204,269.9206417577734
381,23.62038,71.88882,229.31806587271353,223.46607556827698
382,23.62038,71.96844,155.81415357478033,145.66053727084417
383,23.62038,72.04807,159.24064127257012,155.72994654210407
384,23.62038,72.12769,139.8212728739773,140.96510537337196
385,23.62038,72.20732,149.40140529804754,149.24802269303237
386,23.62038,72.28694,180.0052025938654,178.30071966775267
387,23.62038,72.36657,137.82639287523696,140.43067726938108
388,23.62038,72.44619,175.07791876336896,176.1494363497203
389,23.62038,72.52582,240.47742105087158,242.48310134373992
390,23.62038,72.60544,204.4944490333536,205.7383863094683
391,23.62038,72.68507,169.91522625308428,169.62166709008676
392,23.62038,72.76469,171.70601162140667,171.18120977042034
393,23.62038,72.84432,165.74899770375924,168.70056004714044
394,23.62038,72.92394,180.92567075893862,176.8245719713879
395,23.62038,73.00357,132.67374865853049,134.12729115725713
396,23.62038,73.08319,192.99652537777678,191.61958849489497
397,23.62038,73.16282,86.08978610991092,88.43014539773694
398,23.62038,73.24244,79.72665506145592,79.3351847476642
399,23.62038,73.32207,139.79279209885033,139.60285220038799
400,23.62038,73.40169,95.15315138559409,94.40892428529818
401,23.62038,73.48132,145.8456955883615,145.63459216398945
402,23.62038,73.56094,45.45516314575701,45.24405972138497
403,23.62038,73.64057,19.681919829868903,21.010423566046455
404,23.53978,68.94269,13.134626645111155,12.710906695725697
405,23.53978,69.02231,13.565344325828647,13.758556503016067
406,23.53978,69.10194,12.071360425235696,12.283425323983238
407,23.53978,69.18156,15.368764253111195,14.315330603072667
408,23.53978,69.34081,14.831308321070352,14.386537138605647
409,23.53978,69.42044,15.010873923289267,15.490264173173216
410,23.53978,69.50006,25.635245565713916,26.114635815597865
411,23.53978,69.57969,21.158879527880828,21.799185860473187
412,23.53978,69.65931,13.465606347708018,12.482096464751379
413,23.53978,69.73894,13.367669162441814,12.384159279485146
414,23.53978,69.81856,12.763521201575202,12.201021886457596
415,23.53978,70.21669,12.632267538917944,13.662380995772878
416,23.53978,70.29631,62.97816028867699,60.79545130283911
417,23.53978,70.37594,77.26952507798055,75.83314359651513
418,23.53978,70.45556,88.22106386133058,85.92401288576299
419,23.53978,70.53519,68.40926760846999,67.36345193666554
420,23.53978,70.61481,40.40818225947959,39.23907218379614
421,23.53978,70.69444,75.22662712041215,75.46471374856124
422,23.53978,70.77406,76.35933456050512,76.80346372593961
423,23.53978,70.85369,37.45352005356547,38.003326624601925
424,23.53978,70.93331,16.103345948853402,16.021963849515984
425,23.53978,71.01294,14.191271055947468,13.746786792249509
426,23.53978,71.41106,14.226610183291044,14.919032889792277
427,23.53978,71.49069,29.658108878625015,28.291513374511595
428,23.53978,71.57031,100.11558272199794,99.97102768021185
429,23.53978,71.64994,119.63596370629267,119.4914086645066
430,23.53978,71.72956,143.5392029869854,134.58306682352907
431,23.53978,71.80919,169.8517142950889,158.91993528612403
432,23.53978,71.88882,205.11756074659792,198.5416043428931
433,23.53978,71.96844,119.41840421646005,117.89639952819437
434,23.53978,72.04807,107.19631428776006,106.9485078404222
435,23.53978,72.12769,153.35652141629308,154.37822355351352
436,23.53978,72.20732,182.46979091961276,181.58326161225688
437,23.53978,72.28694,207.6944795269835,207.70184189740834
438,23.53978,72.36657,206.57365992270223,205.62946173153568
439,23.53978,72.44619,229.00743949435255,227.81301626918992
440,23.53978,72.52582,221.31452384434346,223.24854987623775
441,23.53978,72.60544,226.92300976378445,235.72677890659324
442,23.53978,72.68507,229.05257422009998,239.44023862324235
443,23.53978,72.76469,162.74259687724626,165.890651861697
444,23.53978,72.84432,96.34186458977685,93.75165395713363
445,23.53978,72.92394,136.2358035473838,137.37089890685098
446,23.53978,73.00357,201.35951494346267,200.08497209264587
447,23.53978,73.08319,237.9605494967894,238.61573015635753
448,23.53978,73.16282,131.9021612745479,131.61417974810752
449,23.53978,73.24244,155.8425509885197,154.45473027623754
450,23.53978,73.32207,134.81641929377338,134.90697949817832
451,23.53978,73.40169,119.60403924407271,118.66734271074318
452,23.53978,73.48132,157.78900231423455,156.11844825711339
453,23.53978,73.56094,105.73193896737027,104.66019829310184
454,23.53978,73.64057,82.52692109806317,83.28571563928185
455,23.45918,68.62419,12.93109064639782,12.476129656116967
456,23.45918,68.70381,13.219844390994268,12.750117970684471
457,23.45918,68.94269,13.371275598777743,12.54409099741818
458,23.45918,69.02231,16.637023387948148,16.190884461988162
459,23.45918,69.10194,19.006262297916066,17.634371021271576
460,23.45918,69.18156,31.15349047312168,30.23177340977786
461,23.45918,69.34081,13.456448304163445,13.490308912244672
462,23.45918,69.42044,15.017965497848152,15.648863956068794
463,23.45918,69.50006,57.15461495713902,57.62350009334854
464,23.45918,69.57969,44.87277925681116,43.25424100838404
465,23.45918,69.65931,51.904036418533195,50.92052653557654
466,23.45918,69.73894,71.10714522420007,70.08820934890285
467,23.45918,69.81856,15.71546461783636,15.15296530271877
468,23.45918,69.89819,40.387331867719965,39.842796608050605
469,23.45918,69.97781,15.932191387517307,15.618915502556149
470,23.45918,70.13706,12.717720923080634,13.747834379935583
471,23.45918,70.21669,12.788172987525371,12.7415920391077
472,23.45918,70.29631,34.90635331363289,34.830928686357055
473,23.45918,70.37594,22.82426937521464,21.93692387816553
474,23.45918,70.45556,34.91747781543168,34.34688159354468
475,23.45918,70.53519,39.4994763987647,39.56936747496441
476,23.45918,70.61481,13.719934054105579,13.593443505224656
477,23.45918,70.69444,29.0128994753491,28.794624859729993
478,23.45918,70.77406,55.444283422633774,55.04743927642933
479,23.45918,70.85369,25.652191779573087,24.967473159815484
480,23.45918,70.93331,14.229927232596651,13.758297041549582
481,23.45918,71.01294,13.617121161459437,13.172636897761492
482,23.45918,71.49069,21.76858880950023,23.84532866919625
483,23.45918,71.57031,116.89651474016412,111.30306320360326
484,23.45918,71.64994,260.03913386337916,254.44568232681831
485,23.45918,71.72956,223.10249380856982,217.50904227200897
486,23.45918,71.80919,130.00204990674933,121.24696324949377
487,23.45918,71.88882,293.3806778768818,286.80472147317704
488,23.45918,71.96844,221.00344632970337,224.35520183904384
489,23.45918,72.04807,137.58672443007686,140.03556876004524
490,23.45918,72.12769,158.29111831919093,161.10094464452584
491,23.45918,72.20732,188.4301961637477,184.74239666740678
492,23.45918,72.28694,203.96253136998484,203.62265723969853
493,23.45918,72.36657,234.08346748978025,232.69833269072646
494,23.45918,72.44619,227.9611887215303,227.90365814204608
495,23.45918,72.52582,259.9603358974632,260.83973813898274
496,23.45918,72.60544,223.27962122099092,214.18383532429957
497,23.45918,72.68507,208.348697160661,199.6117710048464
498,23.45918,72.76469,148.19378197680487,138.79088556754692
